 Employee Lacerates Finger When Caught By Extension Tool ,At approximately 8:30 a.m. on March 29 2013 Employee #1 was unloading an auger extension tool from a truck. The employee's finger was lacerated when it was caught by the auger extension tool. Employee #1 was taken by a coworker to Sutter General Hospital where he was treated for a right middle finger amputation. Employee #1 remained hospitalized.,caught in/between objects
 Employer Is Struck And Killed By Auger ,At approximately 1:35 p.m. on December 12 2012 Employee #1 a self-employed worker was operating a water well drilling unit alone in a heavy downpour. He was found dead in a field. The coroner reported in a preliminary statement that Employee #1 sustained facial fractures and died from suffocated due his lungs being filled with blood.,struck by moving objects
 Employee Amputates Finger In Drill Rig ,At approximately 10:30 a.m. on August 17 2006 Employee #1 was drilling into several layers of hardpan near City Pond #1 with a CME 45 geotechnical drilling rig. After drilling to a depth of approximately 20 feet he began to extract the auger using the hydraulic drill head. While he was using the controls to position the auger the rig shifted. As a reflex action the employee reached for the auger to stabilize it and his right middle finger was severed between the auger and the rig. He was transported to University Medical Center where he was hospitalized.,caught in/between objects
 Employee Injured When Caught By Auger Of Digging Machine ,An employee had started the two motors on a Dandy Digger. This machine is used to bore holes for the installation of fencing. He left the operators position to conduct a walk around inspection of the machine. While walking in front of the rotating auger he slipped and fell. His gloved left hand was caught by the auger and he was pulled into the auger. The auger then caught his shirt and wrapped him around the auger. He was hospitalized with 17 fractures of the rib cage a severe laceration of his left ear and severe contusions to his left side.,caught in/between objects
 Employee Injured While Operating Unisul Spraying Machine ,On November 12 2002 six employees were spraying a fire retardant onto steel columns and beams at a jobsite. During this operation two machines were in use which required three persons each to operate it. On one of the machines one employee served as a foreman one sprayed the retardant and one dumped the material into the Unisul spraying machine (Employee #1). Employee #1 was in the process of dumping the fire retardant material into the hopper of the Unisul machine when the machine jammed. He tried to correct the jam by pushing some of the material down towards the auger. His arm became caught by the tines which feeds material into the auger. An electrician noticed Employee #1 yelling for help and immediately cut the electrical power to the machine. Emergency services were contacted and Employee #1 was transported to the hospital. He was hospitalized and treated for a puncture wound to his forearm. The machine did not have a point of contact guarded which would have kept any of his body parts from coming in contact with the augers in the hopper during the operation cycle.,caught in/between objects
 Worker Is Killed By Falling Truck Bed ,On March 27 2006 Employee #1 was building a truck bed in the garage of a residence. When he raised the bed using the homeowner's automotive lift the bed fell onto him and killed him. The arms of the lift were not locked and the lift was designed for autos with lifting points not for a bed without lifting points. There were no witnesses to the accident.,collapse of object
 Driver Strikes Two Highway Maintenance Workers  Kills One ,On November 14 2013 Employee #1 a 50-year-old male and Employee # 2 a 38-year-old male with Maryland Department of Transportation were part of a highway maintenance crew who were assigned to replace a highway speed limit sign alongside the I-695 Outer Loop near the Putty Hill Avenue Overpass. The crew parked their work truck on the right shoulder beside lane #3; the vehicle was parked there for approximately twenty-five minutes prior to the incident. The truck was equipped with an amber light mounted on top of the work truck that was on at the time of the incident. The work truck however was not equipped with a traffic attenuator. There were no advance traffic warning signs or cone tapers in place to warn motorists of the shoulder closure and no effort was made to divert traffic away from the shoulder closure per MUTCD requirements. In addition there was no shadow vehicle equipped with a vehicle mounted impact attenuator parked behind their work truck. Employee #1 and Employee #2 were standing on the shoulder at the rear of the work truck with Employee #2 standing at the rear of the work truck holding the base of the sign post. Suddenly a motorist struck Employee #2 throwing him approximately 40 ft onto an earthen embankment before striking Employee #1. Employee #1 was crushed to death between the rear of his work truck and the front bumper of the motorist's car. According to Maryland State Police the driver was adjusting her driver's side mirror which had been knocked loose by a mechanical brush at a carwash a short while before this incident occurred. Employee #2 was treated for musculoskeletal injuries in the emergency room at the University of MD Shock Trauma Center and released the same day.,traffic
 Employee Struck By Automobile Dies ,An incident occurred where Employee #1 and his crew had temporarily stopped on a bridge and Employee #1 driver of the lead truck had gotten out to pick up some large trash that could not be picked up by the sweeper truck and to clean out the weep holes on the bridge with a rebar. Employee #1 had walked half way down the bridge shoulder cleaning weep holes and picking up trash. The drivers of the sweeper truck and the dump truck both remained in the driver's seat of their respective trucks. There was a automobile in the right hand lane of traffic that swerved onto the shoulder of the bridge after passing all three vehicles. The automobile hit the barrier wall then struck Employee #1 dragging him approximately down the shoulder of the road. It was determined that the driver of the automobile was intoxicated. Employee #1 was pronounced dead on the scene due to multiple body trauma caused by vehicular impact.,traffic
 Employee Crushed To Death In Avalanche ,Employee #1 was killed in an avalanche at construction jobsite.,collapse of object
 Roofer Sustains Multiple Injuries In Fall From Ladder ,On December 3 2013 Employee #1 a roofer employed by J.M.A.C. International Inc. doing business as a roofing and construction contractor was working on the roof of a residential building. He had just inspected the roof and was about to climb down. He stepped onto a 20-foot metal extension ladder without looking at it or grabbing it with his hands. Employee #1 fell from the ladder to the wooden deck below a fall height of approximately 8 feet 1 inch. Emergency services were called and Employee #1 was transported to the hospital. He was admitted and treated for five fractured left ribs three compressed discs and a spinal fracture. The employer reported this event to Cal/OSHA on December 4 2013. The subsequent investigation determined that the ladder was not secured in place a contributing factor to Employee #1's fall. Employee #1 was working alone and there were no eyewitnesses to his fall. His immediate supervisor was not on site at the time.,falls
 Employee Falls Into Trench And Is Injured ,At approximately 10:41 a.m. on November 5 2013 Employee #1 and a coworker were uncovering a trench which had water pipes laid into the trench. The trench was about 6 ft deep 7 ft wide and 12 ft long covered by three heavy metal plates. Both employees were using a mobile crane mounted on a truck to lift the metal plates one by one. However after lifting up the first metal plate the employees realized that load was not as stable as it should be. Therefore the coworker told Employee #1 to extend the outriggers of the crane and set up wood cribbing underneath the footing of the outriggers because the crane-truck was parked on a slightly sloped area. Employee #1 had his back towards the open trench while he was sitting on the ground and was setting up the cribbing. Employee # 1 was about 4.5 ft away from the open trench while cribbing. As he finished the cribbing and got up he forgot about the open trench behind him and took two to three steps backwards falling into the trench. He struck his back on a valve attached to the water pipes which were about 3 ft high above the trench surface. Employee #1 suffered serious injuries to his spine and he was hospitalized for approximately three days at a medical center.,falls
 Skill Saw Kicked Back And Lacerated Solar Workers Hand ,"On September 30 2013 Employee #1 a 38-year-old male with the Solar Company was using a Skill Saw to cut breakers for Solar Roofing when the saw ""kicked"" back and lacerated his right index and middle fingers. OSHA investigated but determined that no amputation had occurred just deep lacerations. Employee #1 was not hospitalized as a result and will suffer minor scarring from the event.",struck by moving objects
 Employee Fractures Back When Struck By Wood Beam ,At approximately 9:53 a.m. on September 24 2013 Employee #1 a framing contractor was rigging a 520 lb 20 ft long laminated PSL wood beam to a hoisting line on a tower crane at the worksite. The employee had used two nylon choker slings to attach the load to the crane's hoisting line. The coworker crane operator was not in visual contact with Employee #1 due the configuration of the worksite and the absence of a video camera on the crane. The employee did not observe the lift as the wood beam began slipping out of its slings. Employee #1 was struck by the falling laminated PSL wood beam. The employee was transported to an area hospital where he was treated for fractures to his back.,struck by falling object
 Supervisor Falls From Ladder And Injures Back And Head ,At approximately 10:31 a.m. on September 19 2013 Employee #1 a carpenter supervisor employed by a building contractor doing business as GCE Inc. was performing remodeling work at a residential building. He was inspecting windows using an 8-foot Werner FSAO8 step ladder to reach the windows. To inspect a particular window Employee #1 placed the closed step ladder against a personnel door providing access into the house. As he climbed up the ladder he fell and struck a cement block retaining wall. Emergency services were called and the San Diego Fire Department responded. Paramedics administered emergency first aid and then transported Employee #1 to the University of California-San Diego Medical Center where he was admitted and treated for serious injuries to his back and head. Employee #1 remained hospitalized for four days. At approximately 11:37 a.m. on September 19 2013 a responding member of the San Diego Fire Department reported this incident to Cal/OSHA. The employer did not report the accident to Cal/OSHA until the inspection was opened with the employer on October 3 2013. The employer's failure to report was a violation of T8 CCR 342(a). During this investigation Employee #1 stated that to inspect the window where the fall occurred he had placed the closed step ladder against a personnel door providing access into the house. Employee #1 stated he first checked the door and it was latched closed. He believed he was on either the first or second step of the ladder when he fell. Employee #1 did not remember the fall.,falls
 Worker Falls From Scaffold Ladder And Fractures Back And Hip ,At approximately 3:15 p.m. on September 19 2013 Employee #1 employed as a roofing helper by a residential and commercial roofing contractor was working at a residential building construction site. It was the end of Employee #1's shift. He was ascending a scaffold ladder while holding two sheets of roofing paper in his right hand intending to patch a corner in the roof. As he neared the top of the scaffold his foot slipped. With only one hand holding onto the ladder he was unable to maintain an adequate hold and he fell to the dirt ground below. He fell approximately 20 feet. Emergency services were called and the Carpinteria-Summerland Fire Department responded. Employee #1 was transported to the hospital admitted and treated for fractures to his vertebrae and hip. The Carpinteria-Summerland Fire Department reported this incident to Cal/OSHA at 4:10 p.m. on September 19 2013. Cal/OSHA initiated its site investigation on October 4 2013. The investigation determined there were no witnesses to Employee #1's fall. His supervisor was on site but not in the area at the time of the incident.,falls
 Worker Operating Circular Saw Sustains Deep Cut To Leg ,On September 14 2013 Employee #1 employed by the Mon-May Company Inc. was working at a residential construction site. He was operating a circular saw Skilsaw SHD7M 7.25 inches (184mm) Worm Drive Saw F012SD7712 SN111 569990 120 V 60 Hz 15 A Number 4600/min. He was using the saw to cut a 2-foot by 4-foot piece of wood. He operated the saw with his right hand while holding and bracing the wood with his left hand and leg. The saw suddenly kicked back and bounced and the blade cut into Employee #1's right leg. Emergency services were called and Employee #1 was transported to Henry Mayo Newhall Memorial Hospital where he was admitted and treated for the leg cut. His injury required surgery. At 9:06 a.m. on September 16 2013 the attorney for the employer reported this event to Cal/OSHA. Cal/OSHA's investigation determined that the employer was a production framing contractor specializing in single family residential homes. The investigator determined the causal factor was the circular saw had been operated in a condition that endangered the employee.,struck by moving objects
 Worker Injures Back When Boom Lift Runs Away On Grade ,At approximately 11:45 a.m. on December 19 2011 an employee was working as an interior carpenter at one of several custom homes under construction in St. Helena CA. At about 11:40 a.m. he had stopped his carpentry work and gone to move a Genie S-60 boom lift down the home's driveway to a lower area of the property. He did this because the machine was scheduled to be picked up later that day. The worker was riding in the boom basket as the lift went down the paved driveway. The driveway had an approximately 20 percent grade. The boom basket was in a fully lowered boom position. He had the machine running in its forward direction facing downhill with the basket trailing. As he moved down the hill the machine began to gain speed. When he tried to stop the machine it went into a skid. He then intentionally steered the machine into a tree in order to bring it to a stop. When the machine hit the tree it rolled over and came to a rest across the driveway. The worker was not secured to the basket by any means but he physically held on to the basket railing as it hit the ground beside the driveway. He was thrown into the guardrail and he sustained spinal injuries. His back strains and sprains required treatment and hospitalization of over 24 hours. The injured employee's supervisor was onsite but not in the immediate vicinity at the time of the accident. At approximately 3:45 p.m. on December 19 2011 the Santa Rosa district office of Cal/OSHA received timely notification by the employer. On December 21 2011 Cal/OSHA initiated an investigation.,others
 Employee Is Injured By Falling Door   Later Dies ,On June 10 2011 Employee # 1 was working for D.C.G. Peterson Brothers Inc. performing framing duties to a new dry mineral storage building located in Manson Iowa. Five Employees were engaged in building custom heavy wood frame doors. The doors were made of 2 by10 wood materials being placed between sheets of 0.5 inch plywood. The door was approximately 9 feet 5 inches tall by 16 feet wide weighing approximately 1 000 to 3 000 pounds. The bottom of the door contains two pieces of angle iron approximately 3 inches by 3 inches 0.25 inch thick and 10 feet in length. Employee # 1 and his crew attempted to move the door to an upright position by wrapping a synthetic or nylon strap around the frame with the other end of the strap attached to one fork of a Caterpillar telehandler Model Number # TH103. Employee # 2 operated the telehandler to raise the door up off the floor to the upright position. The door was at an angle of approximately 75 degrees when Employee # 1 grabbed a broom and began to sweep underneath the door. The strap slid off the fork of the telehandler and struck Employee # 1 on his lower back. Employee # 1 fell to the ground in extreme pain. Rescue service transported Employee # 1 to a local hospital who was later transported to Iowa Methodist Hospital in Des Moines the same day. Employee # 1 underwent surgery to correct a fractured pelvis and a fractured lower left leg. Employee # 1 was transported to Iowa Lutheran Hospital to begin physical therapy after the surgeries. Employee # 1 later died from respiratory complications as well as an infection.,struck by falling object
 Employee Is Injured In Loader Roll Over ,At approximately 1:30 p.m. Employer #1 an excavation contractor at the site was preparing for the construction of a new school. Soil had been dug for the foundations and was being saved in a stockpile approximately 120 feet long 40 feet wide and 20 feet high. A Caterpillar 938G front loader was used to pile the dirt on top of the stockpile. The loader was driven up the ramp from the end of the pile. Employee #1 drove the loader up the ramp with the bucket raised in order to compensate for the incline of the. The sun was in his eyes and he raised the bucket which obscured his forward vision he drove too close to the edge of the pile. The loader rolled over the side of the pile. The operator remembered rolling 3 or 4 times before coming to a stop. Employee #1 sustained a cut to his face and had initial pain in his back and neck. Employee #1 was treated and released at a local hospital.,traffic
 Construction Zone Flagger Is Stuck By Vehicle ,Employee #1 was working as a flagger for a construction contractor that was burying fiber optic conduit. She was removing a traffic cone in order to have traffic move through a construction zone. Employee #1 still had her stop sign facing the driver of a private vehicle when the driver moved forward unexpectedly. The car struck Employee #1 throwing her into a ditch. Employee #1 received severe contusions to both legs. She was hospitalized for observation due to her leg injuries and a complaint of back pain. The driver of the vehicle claimed she did not see Employee #1 at the side of the highway.,traffic
 Employee Injures Back While Lifting Door Frame ,At approximately 9:37 a.m. on July 5 2010 Employee #1 a framing carpenter was working as the lead for framing crew. The employee and the crew were lifting a framed wall approximately 24 ft long with a large opening and header. He was lifting one end by himself because there was only a small amount of wall studs to lift it onto. The other employees lifted the other end of the wall where there were more wall studs to grab. When the other employees lifted their end the end opposite of the employee the weight of the wall shifted towards the employee and he experienced back pain. Employee #1 was hospitalized for six days for his back injury.,others
 Employee In Trench Is Struck In Back By Falling Dirt ,On June 9 2006 Employee #1 was kneeling in a 4-foot deep trench checking the alignment of a storm drain pipe. He was struck in the lower back by a clod of dirt that rolled out from the side of the trench. He climbed out of the trench complaining of a sore back. He was transported to the hospital treated for bruises (the report says it was a concussion) and released. He was not hospitalized.,struck by moving objects
 Road Construction Worker Is Crushed By Roller Machine ,At approximately 2:30 p.m. on March 24 2011 Employee #1 a 40-year-old male with Russell Engineering Inc. was picking up road debris from the shoulder side of the jersey barrier along the Florida's Turnpike northbound section in Sunrise FL. As Employee #1 was performing his duties he was struck and rolled over by a traffic roller. The traffic roller was being used by a paving company to smooth asphalt. The traffic roller was backing up from North to South. The operator did not see Employee #1 prior to and while backing up the roller. Employee #1 was wearing a traffic vest. The roller had a functional back up alarm. Employee #1 was killed in the event.,traffic
 Employee Is Killed When Run Over By Trailer ,"On September 26 2013 Employee #1 with Tehama County Public Works Department was helping a coworker unload a backhoe from a tilt bed trailer which was attached to a ten-wheeled dump truck via a pintle latch. Employee #1 and the coworker unbound the backhoe from the trailer and stored the binders. The coworker entered the backhoe's cab as Employee #1 jumped from the trailer and stood approximately six ft from the trailer's left side. The coworker received a ""thumbs up"" gesture from Employee #1 which the coworker interpreted as ""all clear."" The coworker then looked backward over his right shoulder as he drove the backhoe off of the trailer. After parking the trailer the coworker walked back up the tilted trailer to aid in returning the trailer bed to a horizontal position. It was at this point that the coworker saw Employee #1 lying on his left side between the front of the trailer and the back of the dump truck. Employee #1 was pronounced dead at the scene from loss of blood from his head.",traffic
 Employee Crushes Finger Tip Against Bucket ,At approximately 2:15 p.m. on June 13 2013 Employee #1 was loading a left over half concrete pipe that was 24 in. in diameter 30 in long and 300 lb. into a John Deere backhoe bucket (Model Number 710D Serial Number 0597-26607 90HO180). When the pipe was partially into the bucket a coworker the backhoe operator tilted the bucket up to have the pipe into the bucket. While the bucket was tilting up the pipe moved forward and pushed the employee's finger against the bucket. Employee #1 was transported to the Harbor General Hospital where he was treated for a crushed fingertip of his right hand little finger and was later released.,caught in/between objects
 Employee Suffers Skull Fractures From Structural Collapse Wi ,At approximately 2:10 p.m. on May 22 2013 Employee #1 of Broken Arrow Communications was injured while working in a trench when a masonry block wall located parallel with and immediately adjacent to the trench became unstable and collapsed. As the wall fell away from the trench it landed on shrubbery and terrain preventing it from falling flat. The wall now laying at an angle to the ground slid into the trench pinning the head of Employee #1 between the concrete footer of the fallen wall and the opposite side wall of the trench. Employees on scene used a back hoe to lift the wall off of Employee #1 who was trapped and he collapsed into the trench. Employee #1 was able to crawl out of the trench on his own. Employee #2 a foreman called 911 and units from Henderson Nevada Fire Department and Henderson Police Department were dispatched. On arrival fire units found Employee #1 laying on the ground in the parking lot to the west of the accident scene. They stabilized Employee #1 and transported him via ambulance to Sunrise Medical Center where he underwent surgery to treat skull fractures and nerve damage to his face. Employee #1 was admitted to the Trauma Intensive Care Unit on May 22 2013 with a generally positive prognosis.,collapse of object
 Employee Is Crushed And Killed By Excavator ,At approximately 1:00 p.m. on April 24 2013 Employee #1 was operating an excavator. While the excavator was running he exited the cab and was crushed between the boom arm and the frame of the cab and died.,caught in/between objects
 Employee Hit While In Trench By Back Hoe. ,Employee #1 suffered nonserious injury to his right knee when he placed his knee between a backhoe bucket and the wall of a deep trench. Employee #1 moved the bucket in towards himself and it pinched his knee against the dirt sidewall of the trench.,caught in/between objects
 Operator Is Fatally Crushed When Backhoe Overturns ,On October 22 2012 Employee #1 of S.M. Hentges & Sons Inc. was operating a backhoe excavator dredging vegetation and sedimentation from a pond used to collect runoff from an airport. The pond covered approximately 4 acres. It was 30 ft. to 40 ft. deep. The pond's top 2 ft. was water and the remaining depth consisted of cattail bog and decomposing vegetation. Employee #1 was operating the backhoe on top of wood mats used to support the backhoe and prevent it from sinking into the pond. He was keeping three mats underneath the backhoe and moving one mat in front as he moved forward. The mat farthest to the rear rolled causing the backhoe to begin sliding into the water. Employee #1 attempted to rotate the backhoe cab to stop the machine from sliding. He was found crushed to death pinned between the top of the cab and the mat. Minnesota OSHA investigated and proposed two serious citations.,others
 Employee Is Killed When Pinned Under Backhoe ,On September 10 2012 Employee #1 was operating a backhoe on a newly installed closed flat two-lane highway. For some reason the backhoe veered off the roadway rolled over and landed in a ditch. Employee #1 was partially ejected from the backhoe's cab and was pinned under the cab. Employee #1 was killed. Upon further investigation it was determined the backhoe's rear digging arm was off center; the safety pin to lock the arm was still in the holding bracket; the cab's windows and doors were broken and glass was missing; and the seat belt inside the cab was functional but not utilized.,traffic
 Employee In Trench Is Struck And Killed By Bucket Of Backhoe ,On August 20 2012 an employee was working for COP Wyoming LLC a branch of COP Construction LLC. The narrative did not state his occupation. He was in a trench. The operator of a backhoe was making adjustments to the placement of a trench box in the trench and the employee was struck by the bucket of the backhoe. Initial information suggested that the bucket was located over the box from one end to the other and that the bucket slipped off the spreader bar. According to this initial information the bucket struck the employee in the head as he was standing beneath the bucket and arm of the backhoe. He sustained a fracture and he was killed.,struck by moving objects
 Backhoe Operator Is Pinned Between Boom And Outrigger ,On August 20 2012 an employee was working as the operator of a backhoe for a firm that constructed highways and streets. He climbed down from an idling Caterpillar backhoe to complete a task on the ground. When he returned to the backhoe the operator approached the backhoe from the back He positioned himself between the backhoe's boom and the outrigger so that he could put a gas-powered saw on the floor of the cab. As he set the saw down it came in contact with a pedal activating the boom. As the boom swung to the side the employee became pinned between the outrigger and the boom. The employee was able to lift the saw off the pedal and lift it up to swing the boom back away but not before sustaining multiple fractures. The employee was hospitalized.,struck by moving objects
 Employee'S Tibia Is Injured When Struck By Backhoe Bucket ,At approximately 11:15 p.m. on August 16 2012 Employee #1 was hand-shoveling soil into an excavation in with a coworker who was operating a backhoe. At one point the employee believed that he was about to be struck by the backhoe bucket and he moved rapidly to his right. Employee #1 was struck by the backhoe bucket and fell seven ft from the sea wall of a dry lake landing on un-compacted soil. Employee #1 was transported to Good Samaritan Hospital by ambulance. The employee was treated for multiple fractures of the proximal tibia. Employee #1 was hospitalized for 4 days.,struck by moving objects
 Employee In Trench Is Injured When Hit By Concrete Debris ,At approximately 1:30 p.m. on June 28 2012 Employee #1 a laborer was working on a street maintenance project to dig a trench in a street in preparation for installation of electrical power. A Case backhoe machine with 1-ft bucket was removing concrete and dirt from the trench which was approximately 35 to 40 inches deep and dumping it into a truck. Employee #1 was in the trench following the backhoe and using a shovel to remove any concrete and dirt debris from the trench. As Coworker #1 the backhoe operator moved the backhoe bucket back to the trench lane a large piece of concrete debris that was lodged in the bucket flew out laterally and struck Employee #1 in the arm. Employee #1 sustained a fracture of his right arm and was hospitalized for 4 days. This injury was reported to Cal/OSHA at 2:55 p.m. on June 28 2012. According to the investigation report neither Employee #1 nor Coworker #1 knew that the concrete debris was stuck in the bucket. Employee #1 said he was never under the backhoe or load and was 10 to 15 feet away from the backhoe. Coworker #1 said he also would check to see if Employee #1 was clear before moving the bucket back to the trench lane. Coworker #1 said Employee #1 was clear and was a good 20 feet from the machine. According to the employer the concrete piece was about 8 in. by 12 in. by 12 in.,struck by moving objects
 Employee Is Killed When Struck By Steel Pipe ,On May 8 2012 a trackhoe operator was pulling a 5-inch steel pipe and a 10-inch diameter steel pipe from a debris pile to place them in a cleared area. The 5-inch pipe was approximately 70-feet in length and the 10-inch pipe was 50-feet in length. The trackhoe operator met resistance as he pulled the pipes. When the pipes released the 5-inch pipe swung outward striking Employee #1 in the head as he walked around the corner of building and killed him.,struck by moving objects
 Water Well Driller'S Hand Is Crushed By Backhoe ,On April 25 2012 Employee #1 was working for a water well drilling contractor at the Wolfe Farms field near Huron CA. Employee #1 had been assigned to operate a well drilling machine. A steel 36-inch (0.9-meter) diameter conductor had been installed to protect the well opening. It had to be secured by concrete. Further it had to be straight and level so that the drill would not become bound in the shaft. Employee #1 was trying to direct the operator of a backhoe by showing which way the conductor had to be moved to make it level. The backhoe operator was in a hurry and kept hitting on the side of the steel conductor. He did not wait for Employee #1 to move his hand and he hit the ring finger on Employee #1's right hand crushing it. Employee #1 was taken to Coalinga Medical Center in Coalinga CA for treatment.,struck by moving objects
 Employee Killed Between Backhoe Boom And Outrigger ,On July 1 2007 Employee #1 a backhoe operator was placing a tool on the floor of the operator's compartment. The tool struck the boom's swing mechanism causing the boom to come down. Employee #1 became caught between it and one of the backhoe's outriggers. He was crushed and killed.,struck by moving objects
 Employee Is Crushed And Killed By Backhoe Boom ,On December 4 2006 Employee #1 was working as a construction laborer for a demolition contractor. A Caterpillar backhoe was moving debris when Employee #1 jumped up on the tracks reached into the cab and inadvertently activated the boom. He was crushed and he was killed due to fractures to his chest.,caught in/between objects
 Employee Fractures Ribs When Struck By Backhoe Boom ,On October 3 2005 Employee #1 and a coworker were working for an firm that constructed underground utilities. Employee #1 was not a contract employee. The two workers were unloading a palletized stack of clay sewer pipes from a flatbed truck. Their plan was to move the pallet to the edge of the flatbed and then lift the pallet with a forklift. They were going to tie the pallet with a rope to the bucket of a backhoe and slide it to the edge of the flatbed. The coworker was operating a Case 580 Super L backhoe with Serial Number 100002 while Employee #1 was on the flatbed fastening a rope to the bucket of the backhoe. The backhoe boom swung over inadvertently and knocked Employee #1 off the flatbed onto a pile of pipes. Employee #1 sustained several fractured ribs and a collapsed left lung. He was hospitalized for one week.,struck by moving objects
 Employee Sustains Fractures When Compactor Falls ,On June 22 2005 Employee #1 a truck driver was a full-time employee working for a backhoe and dump truck construction contractor. He was leaning over the tongue of a trailer attached to a dump truck that was used to transport backhoes to and from jobsites. A skid loader similar to a Bobcat had just been loaded into the bed of the dump truck and a backhoe with a circular compactor attached to the main arm was being used to close the tailgate on the dump truck. As Employee #1 leaned over the tongue of the trailer retrieving some wood the compactor fell off the arm. The compactor which weighed about 600 pounds fell approximately four feet. It landed on Employee #1's upper back. He sustained fractured ribs and a broken nose. He required 14 days of hospitalization for treatment for his injuries.,struck by falling object
 Employee Is Killed When Crushed By Backhoe Boom ,On February 14 2005 Employee #1 had dismounted a backhoe with the engine running and the boom in the upraised position. He retrieved a pneumatic chipping hammer from a nearby toolbox and put it in the rear left side of the cab. The pneumatic chipping hammer weighed approximately 35-40 pounds and was placed on top of the left swing pedal. This activated the boom causing it to move to the left pinning Employee #1 against the upraised stabilizer. A nearby heavy equipment operator used the backhoe controls to move the boom to the right to free Employee #1. Employee #1 died.,struck by moving objects
 Employee Killed When Struck By Backhoe ,An employee was working in a 4-foot deep trench. A backhoe on site backed into the trench. The backhoe struck and killed the employee. He was within the swing radius of the bucket and the audible alarm was not loud enough to be heard over the backhoe's engine. In addition the horn was inoperable.,struck by moving objects
 Backhoe Crushes Employee ,Employee #1 was placing a hand-held concrete saw into the rear of the cab of a rubber tired backhoe loader. Employee #1 placed it on the right bucket boom swing pedal causing the boom to swing to the right pinning him between the rear of the vehicle and the bucket boom. Employee #1 was killed.,struck by moving objects
 Employee Is Killed When Crushed By Backhoe Boom ,A approximately 11:30 a.m. on October 15 2003 Employee #1 was a non-contract employee of Siemers Engineering. He and another Siemers employee were installing underground water utilities at a new shopping center in San Marcos CA. Employee #1 was operating a Caterpillar 416C backhoe to dig shallow trenches for pipe. He was qualified as an equipment operator but he was operating the backhoe controls from outside the vehicle. He was found by his foreman with his hands on the control pedals trapped between the hydraulic boom and an outrigger. His chest was crushed and he had been killed. There were no eyewitnesses and it is not known why he was operating the backhoe in this manner.,struck by moving objects
 Employee Electrocuted When Backhoe Boom Strikes Power Line ,On December 2 2002 Employee #1 and coworkers were installing sewer line in a new residential development. He attached a section of pipe to a wire rope choker and attached the choker to a hook on the bucket of a track hoe. He then supported the pipe as it was moved to the trench. He had one hand on the wire rope choker when the boom of the track hoe contacted a 7 200-volt overhead power line. Employee #1 was electrocuted.,electrocution
 Employee Struck By Backhoe Boom ,On November 12 2002 Employee #1 was walking behind a construction backhoe on the street. Employee #1 walked into the path of travel when the driver of the backhoe backed up. Employee #1 was struck by the backhoe boom in the head/neck/shoulder area and was hospitalized with a contusion.,traffic
 Employee Dies When Crushed By Backhoe Bucket ,On July 24 2001 Employee #1 a backhoe operator was operating a backhoe when he exited the vehicle and left the engine running. From the ground beside the vehicle he loaded 10-ft-long sections of plastic pipe into its cab. He laid the pipe on the floor of the cab besides the seat of the driver and near the bucket controls with the rear end of the pipe resting on the raised bucket. He raised the bucket and outrigger to support the piping. As he was performing the work a piece of pipe contacted the boom swing control lever causing the boom to move. The boom swung in his direction striking him in his head and pushing him into the vehicle. The impact of the boom upon his head caused significant head trauma that was fatal.,struck by moving objects
 Electric Shock ,An employee was electrocuted when a track hoe approached too close to an overhead power line.,electrocution
 Electric Shock ,An employer lifted an employee in the bucket of a backhoe to untangle a Mylar balloon from an overhead power line. The bucket contacted the power line. The employee received an electric shock and fell from the bucket to the ground 3 meters below. He was hospitalized for his injuries.,electrocution
 Employee Injures Leg When Struck By Manhole Base ,At approximately 3:00 p.m. on September 26 2011 Employee #1 a pipe layer was in an excavation approximately 10 ft underground. Another employee a backhoe operator was standing at the backhoe's controls lowering a 48 in. concrete manhole base weighing approximately 2 500 lbs into the excavation by a sling on a backhoe bucket. The backhoe operator's vest caught on the control levers and as he sat down the manhole base on the sling swung up against Employee #1 and pinned him between the load and the side of the excavation. The backhoe operator then dropped the base causing the concrete manhole to scrape the lower left leg of Employee #1 and land on his left foot. Employee #1 did not seek medical attention until October 4 2011. He was hospitalized for a serious infection. (Note: Event date states 10/04/2011. Narrative states event happened on September 26 2011.),caught in/between objects
 One Is Killed  One Is Injured When Backhoe Loader Overturns ,Shortly before 3:00 p.m on July 27 2011 Employee #1 a 23-year-old laborer and Employee #2 a backhoe loader operator were working at the site of a previously excavated trench part of a natural gas line project in Bangor Maine. Employee #2 was driving a Caterpillar 420E backhoe loader across a steep slope (measuring 32 to 40 degrees) located above the trench. Employee #1 was positioned on the downhill side of the slope a position inappropriate for his task. The backhoe loader's bucket a side dump unit was loaded with gravel. As Employee #2 drove the backhoe loader forward while side dumping the gravel the backhoe loader overturned. Employee #1 was killed when the backhoe frame struck him and crushed his chest. Employee #2 received minor cuts and bruises. Both employees were employed by Bowdoin Excavation LLC North Yarmouth Maine.,collapse of object
 Employee Breaks Leg When Struck By Falling Mailbox ,On October 20 2010 a mailbox with a brick base was being hoisted using a small trackhoe with the bucket attached. The mailbox base was suspended by 2 nylon slings connected to a tooth of the bucket. One of the slings which were attached to the middle tooth of the bucket slipped off and the brick mailbox base weighing about 800 pounds struck Employee #1 breaking his leg.,struck by falling object
